tier,accountId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,puuid
CHALLENGER,HA3sRsmor94YU26AIJKcAmUUAstNc81NicOtihOZe6R7hi8,MUDAI,912,758,690,False,False,True,wM2NSnn3aLmoiUFcT-jisoXjCSAEp_2cJgQ6zDXo6fbbdDYuqz-XsgVY1gRptWG-kSilCDIh7Zkp8A
CHALLENGER,q_N6Fg_y3E6-JqOn9lCTGr44SH9EYcM9KXAO8XbwRaZXvC5fzjwZTi8_eQ,KDF 알빙고,1206,970,881,True,False,False,ExDKfpIhvpNOWow3D1OYXQ-KFdK81HVFwaLrjWOVPxTdWEP_3mEuxOEw1bznegWMB5hl2lZ_nn1zDA
CHALLENGER,YsH8MTGtwUqrdiexJboMmx0m-ZDDeYgg9Dy1po4locf3lyw,다없수질,1158,330,262,True,False,False,0srfbgC880DAn61O4kEO69l1IFFZYgTIKqlC1Vx_fjkLL2xuWXOc_rRT8M7_eBQDeKFj4BIV_cvTSQ
CHALLENGER,etuuWw1Di3S5VoeEnFERzZpsJ_85LUaiuq4iWYVlnxBwqS4,이렐아칼리,1307,494,406,True,False,False,ERyhI7S4Xu0Kv8yziY-MVA7TnWI1mC-KyZJidcnMg9cxyvdvVpHJuqEnHlaor6RFFV8yRIc_RSao0A
CHALLENGER,2e0e7q9mQ29LBhm-Oh2cDWhih9SenJ2Ka-wzz_ILtlQW7-0,ZzK1,960,518,445,False,False,False,J4aiJaBI0I_olxxYgQ2dXe5ctjIHqa3ToG2ucUIhZhyF9RepAveGS736l5Nsca29peI9Aij10bCuDA
CHALLENGER,dPQUEafo5KkRadFkMNBuqBOOKWXxFhjb8OzMTEmWDP7J-Tg,코로나시러,909,321,251,False,False,True,BWROAtY7cIzw5HdL9fj8hO7nxosua0N1sI52koFvFOL45sdlVOjQuBdKugV9L7aP4DsHwBITK0RUAA
CHALLENGER,WkuTVy5bHA_BMoHhlewenSW2olGz5kolx0iVa8vIMBCT1F4,Clever9,930,519,462,False,False,False,06ThV6jvMMMobQHSfNoi6lLZ-fUwRIuF9luzCVBAgbXLg7b6s3a16zSAXtKc9yvpiNiWWzNEjcmeZA
CHALLENGER,1XqFN-kiML_jCpENQyJERVYhuwFx0QLDFODtX-H80nvcnGF62yU1zMG_4w,담원기아 루시드,1432,160,97,True,False,False,BdQT-SzrtpNAww1zIBtNyIlQvQtbpIF-g57ehkk_cn7_QXSfOD2Jm4VhERmmRxx12kBMKp4SLRY6rw
CHALLENGER,nN7WtvmfDH7XZ71GmTH16J5yHXys3J1nwFWuj49KIMgapiEk,DK Thanatos,1140,836,754,True,False,False,hl0DtrJ6bxk8ukyMJDOP0Ogo-4xEqQLC6GuLgXFAJGVJHmp3_5BrJqezKnRX9gRAuh9dnkt3KNnMqA
CHALLENGER,KQlOiWvUTCq6xrkSVAHz2FfLD0lXfpU-pbUcrk7jKX4IMzw,고 인 영,921,992,938,False,False,False,SkBYpMEM7C6QMSgd33LjB3WF64wqSYVz6gzOnUvESbbsuBn9kN-7f6kF5VvBSkIUdkNiMI9nltALnw
CHALLENGER,OOIZHtoqDFVLoN9rv-mytOoAl6jISh8c5xx3_brXIlZZwL4,yyzx,974,968,910,False,False,False,7fjPl25126A0hcOa5iJf5O0TCL8iJ01zwA9kweyQLS_R2pbUdSKenqI_hbYswNpsptV0rm6BNGXH8A
CHALLENGER,FVoBeQTBZC5eMMAM8GdYICDdiSPX08jd1nY_cTq2bgYL6RY,zuihouyinian1,955,331,266,True,False,False,3yUF8DmmZjkeWMsaoMcW98hgVDzlIYiWb0GUCDDZyiVB2ScrWNLG8-_HfleLq6cnpIusyyD1tAiM2A
CHALLENGER,3x-LgAt9BZLO1TT-GZSLDv8ijj1lIysqLJrRop7mCD_3tSY,Flame for you,926,298,240,False,False,False,3gfLSQmLporhiHDQzl0lciNspDjdHrU2Iq-tajB_Vqy_doiwkD0rvIj5cEyYKMUUTAL_VOhzOl4_AA
CHALLENGER,glr8ukwhuubeInuBkqyikqasA_NuClSV0DltZyuELDTUDg,댕청한남자,936,393,335,False,False,False,6lOQm9B5vNZ-Sru773DVK_VgqNLSjiiCGyU9e4b1aaWMy41jgs_bTEGYRDDkMV9yzT4PP1mz2UZQuw
CHALLENGER,xF4ugx7FQefS2fwGEkmzyuu8tpMR5qF2ZDwT6r75rmTRPUEdKEaEp4WnlA,초음파받아랏oOoO,929,230,181,False,False,False,IMM1EhWwCIYyY4dAygyLYi8K-VjwnodeO1f2Ffu8oB_xU0_nvOSGz4l9rGtwKuzYfZHU_5JdSK8XNg
CHALLENGER,CQjwHkMdghPWZfoES83kQ0FDqxD1D5uZbThbPrRIJLKd8Cg,lianbaixia,1035,263,193,False,False,False,gqqIaDWbXs1AabbbZOKdmHCjmpiSZt0qJSZh_3nPB0gsKyXjWUcUpoDNmNKGoAhYQlx55lSRcNY6ng
CHALLENGER,7CvNubWP7sjOGd57aZP_g-LFCMDE7T3bqQfeQVv-g-V6hMc,vancouver0,927,667,600,False,False,False,OXrsClGpHHPEI9S5rgeoU_ILp3N_Ex-d0MOpRqimLJOVFzx-EkWUDbaDtaEOn57c-AlrVHWx7Yb91Q
CHALLENGER,t918ardbmIQbGI_W6-Bk8wlQTGHYzQu3Rt8I513fNLvKkWU,KDF 태윤,1503,527,434,True,False,False,VMrBxE-zwVYab44rep565d372zhRIKCL5RUQleLqHsmU6m6Z4mivZWHcx9fQ6lwuTVmVRyBJYHVuPw
CHALLENGER,dXejXb-rgfmDL5BIOrLScp75BBYT4w6VspMXKStp2T_gROM,이야공,1004,176,111,True,False,False,Z3qf5d3-eWgqEUojqCxTkzbL3Kom6EOYRJ3oHyMPk4j8wUnbt5UKWDAWvCWyY2_86-lr3vO8t6qk2w
CHALLENGER,vJ6-4amUKBV9CCDgS2hJ9ZyZlusUR2MRQIukPhGHXYUwnhQ,KT Way,1416,375,288,True,False,False,Na6ESfAGicPdcCqUwU2Klc7tfTlRB_owz7Qtts95AwqavQNgZSDDbal9J1KKv4dsb8bJEttrFOhAFA
CHALLENGER,5_KUks8JwIjuY46hs_WaRTJOU7VSQ-74hkClQq1qor2Uvms,박 구 원,923,383,316,False,False,False,xsXAoA0Wjw0zjavQT5USWJzyQhk51QRjx599f4yVI_uzvAoBp0luxN2bashTiW9d9ef6NABkym3Vuw
CHALLENGER,KgQtpVF5B1yPyPptQmTEspyY-1cvZLLeikkb3hB-gC8LUbl-,청포도욕포,951,964,912,True,False,False,hZkVmp4JwsZVWq9zjFGEMxFVdluWxcDuQjLPWEMQmgKDZlBJKn4-6Tc-wMwbVWBx3GEjbteh2xpUnQ
CHALLENGER,PBalRQd0me55dBe2VlCcYkvEGuwkNS34BYt28gWz2VQ-a3kMT538Y9o9eQ,청포도육포,1112,454,367,False,False,False,rcFjQrf3Rx5UG1U8TFmkd8r5tqJ57N3brWPXBRCinbawP7yUaFJ2oH0h1QsIRP2MOYQ1g26HMyd3pQ
CHALLENGER,UBiYqIGs45Wy_jegxzBsURSHmidMvT_H8N2X_VMdd0OLqm8,조고마한 달기,1014,255,200,False,False,False,lVCNnMgj5eLxNcUwMDZDa573oWZxJo4ath5xR1MTl48fvWR2Fvnpm7KwYioNwcye4hSyq1W5MBGndA
CHALLENGER,XxoRimHbh_oEuy1I_5QQrBwCucnEYwDLY8hyaNySWIASscw,ouououo11,928,364,279,False,False,False,vOCfH70gnWKy9q7beI4_Ipqt-0Acv-xwTZuL8PsZAUtZ2ddAaWbeCKVM-OmlZ4G9MFHQmIVacxDgUA
CHALLENGER,Tm63FWRPOI5dXATMzWa9hfB8XvexLJyPsGJ21M3qJZxzoT4,seusa,959,535,453,False,False,False,6dOOnW4ZF_LXHyKIXjnoG03TqB4arvUiTxeyvpXETwkEcGlV9lmy-ZVneu_AlAt1Siya1Sdwk0pZkA
CHALLENGER,vJy7Sj7p0cp3kulrxFCjEedFQMFSnhGDyissn1Zwu2WvDn8,qwexzzxcsd,915,289,234,False,False,False,iT40kWxoetXZcwdHbTt16SkpZXBJJinU5hwd1ZW2quK4KrSDgJdfgVrDhCkko62C3ESXhC-ULzcv9w
CHALLENGER,bZqZ9cahiV63oLTdnAOT5jh0BU-yF_s_dmpgyyS7DTD7Ekhg-slX-UWaqw,wehui,1105,378,311,False,False,False,Vef2EKSJH8O6GGQfXdcIk00_mYMGVciPrd9kZ2Rf0Vkphvo1_LOrttagp6Muh3o0ju3us_jRL6IE0w
CHALLENGER,fCxIcWe5q5xNazvHAiBTn7Q8-ocbnW4lppZ8TSlLxulX6tY,viper3,1364,570,460,False,False,False,0qjG8UmGKyhAeRRUKb8o7bye06XN9p6fj4KbnNNroLH0JNmNwROQZwUDBSIFz57XVDiqpNceG22ojA
CHALLENGER,ifDWhEEZ2D2NJsiADJSezEwZ_ksf-Go4C_KD1WVt2uysl72P8r1jU2qdyg,TUaB,923,403,344,False,False,True,iXLwqBwL8Cn3YptGokuLXlY5UVJqOX8Jxj3TwZmoOr1sWw7DBhKWQyTi1VlNbShwRcxH5L5-rlwAZw
CHALLENGER,bYumoOwyPlRLxL5n7bG0QTd-P1pWXmuWnregnlh9Xm0PC10,아 좀 맛없네,1013,946,873,True,False,False,fUvXV34DdXjHk9gBWMInMXGwO7gq6oOsdRHkLAqvAO6TQuaDrqh_oqC9ktg1gq5xF7sFmt-XklJdmA
CHALLENGER,cGdt4AuJJHf57awO21I-FJbk9CzShKLqOjdOwD8eWpoACTCSAKf3zgiP4A,T1 Photon2,1011,460,397,False,False,False,XXnmeWtCVMfkHKAjxKBQEORoCaZjT9enjFpLNPk9n2dpo4T7mr18S42gwK8vkeWV7ODv_A50v5HoLg
CHALLENGER,p2hC3N4rtHzWnoGju_J-7EezwmmJJBDxYbK4nRN7ATZyppw,은가뉴,1269,422,346,True,False,False,XEdN61ldGo-GxoeQCTzvvW5CYjQEHRgd6m48KE7LHUyDY58WGiBZ7PQ0IrH4OZhAGjYbTeXmUhm6rw
CHALLENGER,6qAY7R6LIThw0_fdJMXC6uz1GBrrQuhj0SdbvVcIhJ6UzSRCv7JZynQZDg,QingQingQing,1057,513,455,False,False,True,uLyi15kdli5CAFCZQ3ikBgpO7HWe1OAR-T1N1joHfb5w89kKpc7lMZ17BN4LzDz1cD9fYuiTY925eA
CHALLENGER,ONln5-WuRZJcuSWHzeFvlmcc4QLmvUr3SXx98f2NNiTP1ERANt8G5RFTbg,족발집 막내아들,985,712,645,True,False,False,Aar5z9befAyhtGJ7BlSwgwrUvzLcO8ETKy0pzOhw8MrVFzChscvQ8VGs9yO7JNmrKx6nsvK-9crD6Q
CHALLENGER,VnoYHy_PSl2Xs4m7u-OZb5pJp4y4IHwVXQ96a5snSgFWT6kO4usUF-a9Wg,ogyk,1139,293,217,False,False,False,tQRI0K06JsmLzFIaDoM7yUvzqeLSzDrnp7JuZ3ItHn0PBi6N8-BygxgXVXlLZc_ZX2-LmSmCD0HqoA
CHALLENGER,zu84OY_eoV_sioBm8oNrKsFCROfQxjWGAHWKIhBFIAnsz4I,DK Sharvel,928,917,848,False,False,True,UW-b6ruvuadyjdWbP8ut938KUMtlgDRFaNpywA7VmIj4UKWpaIfh-qRE2ffCiaiO-xpib6nBouruMg
CHALLENGER,4uoBKw3GAENARStG4CNXOICUh_KC8Whz6KXywWT5mz-VFxc,peyzz,1153,848,764,True,False,False,bgc7zhpQYSAmdGEhFirMBVj_MQ1j2I6tL95oR_islXzLNpZJugxat98RM4hxdw6KsfnI79MkPQ8oFQ
CHALLENGER,MLqeyRIKAo2qF2KOxz8zosOXejofbC5H3JAPtFoZUMHO3Ng,렐서폿,1059,209,137,False,False,False,iqWINfPIP6jkI2iCjLORjeAsSif7Vb2HvKtiU8ZGQSJ8FtWcX3pUwzG_9Wu7NEkzuQWd84BbAllCjQ
CHALLENGER,YH-yolJ1T1ovs-QnZZPbGwgobPJckPk7VRUmBnnsoDH6lkw,관 모,1237,1261,1176,True,False,False,dO4GfFvL7WlvMV2jzf_Dec2KnHJBSIwm9IIDQo3vzp7qNJGOpRRtcdR4sGM87aii5mHFVrrWjx0Qvw
CHALLENGER,GAh0IzcRHwryUmwi75LAMS218c3KD5d5qGL3Cj16geTCzw,존중겸손아닥집중,1189,502,416,True,False,False,Lw4f8-B4zn-kghLTuPg40vF1SUhyXENndHqwHjiHLm1aEBgjYaY9DVRiuYYbdvBkdvPPOAW2okjjNw
CHALLENGER,LetsQRvzW7BSIKoICw0KkL_dxwZ9SoHU9KarPGtNmFY14g4,눈이 좋아요,1108,1342,1258,False,False,False,045e0meZuDUWAJpB88TrOWJpg7fr9fohil1Fb-aC-ycGLCyMIO2otAfvCVsZj_drVlu-02D8kDog2w
CHALLENGER,PXjtzh24OurwOpkVGZbOOmQs64vOkMWxbpEvwI3tfkpyMq4,kukukukuku,1030,591,511,False,False,False,VH8vlTPDpYum1h9X08RtZXw6pOYvswUSHAx8lo1oaxLUVgH9mxcZ6yMe4-LpfgDMUe5Bq2v7joLQJw
CHALLENGER,N5zMRwG0fUruQhRIru8cjdwsSoBFUCyWhK4mug7QiX-s7l6GzI2LRTENJw,허무하나아름답다,959,1029,956,False,False,False,mMYDSn79a4otVMhIvhLDWq41brw2yetwCS4lMjlqioQT8HGXLhA81vB9m91vbBn683ywuJvcXIsskA
CHALLENGER,y3h_erBTCQUWxyjkdBUnBakkJXixIrATIe1ABGQ4ByyyvcGWLsahWQ7uCg,laji fuzhu,1061,534,462,True,False,False,e7bnhI4F1ydgSIvGZb_IFyGdEOqIqWKY7LZPLpYgRqHsv8J2-TkUSXMose5-MZUIbe6Ov4191gmBqg
CHALLENGER,xNfc1aLzzFnNWIa1Qs7oCXsLOVvNDs0RldVq77I-usglnlk,Bulld0g1,1273,920,841,True,False,False,a3AFcyRzcahYaC5QqXQeFiEnXdJkgH_UAvM1ib4L0fDtzKsHWig0kUTUX4ZaN2vQl9PwqEoZarJBCQ
CHALLENGER,ZFIXM6MvQ_GaXk92-UnU8mT7qw4qILGx88doU9bY5uvMHkpa-iq-1jbEkw,wqeqweqwe,1007,142,91,False,False,True,fT7Tz0_RDvQYYgUfjJ_mrya5ByZrUY8IFEhE8mgWDX6VjSCD4D0jNYn0UPARfs5hLOhW8Q0J3H-bKg
CHALLENGER,c804xEzy8L9lTchQaCc4qYQ3U5wVlbf5JbagtGnosBVPpro,쭌 베,1118,722,651,True,False,False,ja0eQvC6zWOABhnf2ypkQ00o2uikmtda-DMv9dOKTPPshsJaZLboGTfnioMdEgs9qodzIdnMEMczYw
CHALLENGER,j3W3SWqEhUwhiuFHWRuZKeyVM2Gg6FDCCTz_TaMc7WcPRaA,이솔데,949,410,291,False,False,False,xgSZDYqvVEIGyknSl_K0eVg-rsx9N0cU0R0gxDdhJCIOf7SHjTzuy1BcX4eknZnk-O5_XTpHcW6l7g
CHALLENGER,11f_7ciMQMd_JMN1vkEjNcWWePyRFMwQbgWjZlbeox03o2w,BRO Hena,1369,1340,1236,True,False,False,NbbE_KPvCGqJ0fOYwm_Cxt1edMVI3Is5_S31aW06gM0M6HmA7pCCJTlum6TwZuzWOKmVjWWWkL_C7Q
CHALLENGER,Jf6QpQRmYpXOOCGt6lHM1iXIyGoTOee_nX8V7F2epSh9MoA_QtAk9xHFTg,Erilia,1031,318,261,True,False,False,PljrW7vZZ63zTuexw4EhjRwyF0Kl7uQY9RY0XRu9vC8f91fHJAjEiLqVDLepkC2565tYCTq2DQdy1g
CHALLENGER,gs41lcjhKsd66Ww8paml5_X9gRnNLHdZaPbcGrZ0aq1CWA7OnFPA4nX6AQ,열심히가안돼요,1041,120,71,False,False,False,sckxuC-bCo1PAiXaNGUBu_fH26KQTYj8nmRwFH5ThJaxLbpVFCzOvlKwMLKfeK4XCXE-dY0ZknGkuA
CHALLENGER,L44sm6yw9MAxNEJ2pj59KzmCdkTaW6PtRoQGXfP7b_BMtRpO,수희0,1000,309,251,False,False,False,7-1yvbIs3Sgk18jW553AITTgXILk-Gy7-jmgh0wYseC-vZShFdOJxw7bD_BN_pWQtfOO76Z8MguoTA
CHALLENGER,9FyUa4dii_gw5rx0FrPvY6RIp657Pd0QomkNKwzSqi_MSM624LGuOLAHSQ,tripup,922,118,64,False,False,False,-DI1FkLSNB_wtS2pqA6Hw46AnhAABgQXuyVvcaSGSrudEFBn532AlIezBuEU_-UIwyh8P6aLQdoMMQ
CHALLENGER,AUQdryYC1Dr24oQmqobXmE66t-Z5vMdD4iFbB3b8lcMS4PQ,Every Sec0nd,1015,655,595,True,False,False,wllCGkMMsQrGatJ6_p7squCkW-QP1MtIoNeLQlbOy89XkeoJg1jbcKPJxLQv7WKmdw0I8q7kQ5T6jg
CHALLENGER,m5vqxXQke_LANNk_WJ_aHLaVpfVCqTZljum_mlIZkp3qw-E,Summer G0 Loco,970,550,486,False,False,True,Db_4QZd2LHuNqhEf2iE5lhOrCzaSMWyvVbqAuR7EizBr8Hc0Kp9IbnMDtLudmau0suVibU2TQVTFVg
CHALLENGER,DMLboCo71YkAnqHp_r7uQTde8sQjeD0iERYdILfq52w90Ug,Life1,910,585,519,False,False,True,LNvYkifHvTJt6veh2mFIOxaMrhoqUaeDRg-AbDOiqi2Z5YOrkGxa7kBOPsiTQWLTlwkCW8eWsfPAzw
CHALLENGER,qdJvccuL7tOW_VqPoioWv64OV_-nJYlAUqqS5X5NJOrlLq8,Celna,927,650,589,False,False,False,0V8NsqQbluGS9zqiETIgZSAslXIXs5fIQXk8SFih7XQkS8EhNf7C5uqt0yeJvusgyXF_EOJ9luZ8OA
CHALLENGER,SXVjNVYpxsGfcK3Vog00MRl4yPZn1z_2XILId-D6kipUNojWF0jwHjSMwg,123123321123,1008,390,312,False,False,True,Hk8EY2a-FtwjVP0qCuFLVPoLBPqeA3lv_QtRaiJLUPlefE_tk5JhSFkxzMxX2rZ6mpgh37qzmTf8XQ
CHALLENGER,tQALsnHjpCdQ2qYO0EfXoHLqBb8WzN-_JtcqyzE4ekG74_Vocg7esEEAHQ,유상증자,1016,227,117,False,False,False,vbT_X7wvrS0fN_y3vHsFDa63Eyq8ZxupVEEnQdvUBQOL0YZtbwV2a_a3JRka54eA740yGnha8R8rVw
CHALLENGER,M00ZNBv3vF5OFz55bA5EjiAEOcEqPuOKo4tI2bcdzkDSceI,boongwa,946,680,617,False,False,True,ZrplQ_H608Y8Roo-I54E31qL5IboHwRNzMuWf4ojIVqUBI_2Gb16Gq6BZBwZPptRoSOO4jf1JpQ0GA
CHALLENGER,jAtZR_fb4xc46bEhltUU5bCgBDVsTJRTRNXytjGSTtAJJr3mh9zabmD9Dg,Gen G doK2,944,186,136,False,False,False,uL3B6K-JRSwGaVy0KjuZC-JwXkEPHy-PZxi5tTc1wRdbbUoyNNrmY7lMkjnH_ig41HqKCh_BVB5B-A
CHALLENGER,MlqCuNT4nPYG7Y0EUVjmQHVUMUzfzpJozlKeKe7c2_h_xOM,zhouyudagougou,1004,666,598,True,False,False,aYZCUruerjylcvYZlQDEr6d5r-MxjuKUG-breok6JQbWl3csfiwkpr46fjJfV8iulB-8EVs8liBZRA
CHALLENGER,ziD-Lnf3cdHpmaQpEzw5-sjzDguBtqXdf7NqyotETPWGOiGNB84bHLodLw,경자고 김우민,945,459,392,False,False,False,vnqDfO4YevJhgG9xa6uclAx_r-SYvvPdNMLx5vzR5mv9GcnjRGXYLAji-LaKKX-8HuQ1Zj0pyJUROg
CHALLENGER,M5BjM7gtAjk7moPpP8nzkZIeZ37lzoz6GXUJYbD-2gkcMxc,꿀잼사과잼,924,426,374,False,False,False,98hvSeMeCg1QtrxS5ls2GUeReCUGUQX9uVArk8JKyYILn5cMQXBGyVQDEIrEK_ZBunGS_KfbjCHCbg
CHALLENGER,JWESaeAOVRB7w8NCz40IXOIpuGx5QqP9GG3DYYD84xH97RtQPCSL0VedXg,rehcra0,929,521,478,False,False,False,T8Qwpf_UFBq95Hz-iOGJ_ppCw7FV9h3A6ucXfc9E_sOwlnmWiOqrUjLLMGUq0obXPEY9T0hqQrbGFw
CHALLENGER,B7d6BWntjt1RVCz_IfNlTo8Bvm4byYbjKJf9kp59A1ivx4AclKjoERU4iA,oh my golden,1101,261,187,False,False,False,B9wg-TXecHyssHG3volNkIkNpgSFEx5S8HlovYQM24JoOwU1svsFL6oeg2SclQEm1JqAMyZLZeuO2g
CHALLENGER,w0uT5E4-tRNC0Vw6lM3XGLOtPMIRRTrLHRKshXvZVsE0Cg,ddoobb,1066,160,95,False,False,False,qrOka1MiTwAIT8_PRUVH8q4f5T5ZGslI4dWRl08PtzVvu4iwKymLqtHkrk20DLoCBcPbTitA-dtSQw
CHALLENGER,RpvhFS__SNlA-zpcqAWJnHuUduN0ejLVL8hhk62tYiTDoZ0,Just Again,949,359,300,False,False,False,8nFb9bL3GTp5BFHL0ZrCZHJ-tisxxtwnP3eW8bD6KUTQ1xluClwvr9Eyn65uaP9eSCgZwbT1AbF9ig
CHALLENGER,GO-hvt7Nj6HVrCjlRwWgRGdKlkNDxLAJSjV-wvLH31yoKEk,K a e 1,1211,589,510,True,False,False,VZaQoMR9Ek23OI5SHla9o7mxBkMcJHQIvIDSQZqltu5exdy9EAJFE3IMVL8eqGgZRPJzIRGnwZRmIg
CHALLENGER,Q7eFeKQ3p-Bah0r3_9Lw2Iy0prlF1ECacdgIeJYQoPr28vA,솔랭전문서폿,942,636,575,False,False,True,4G01wO172kdDXhLlkSO_hSWAUc5vPGaJ0jzZrBj_6Ho0jX7JdBAzTWolyaJHk1T4c3qnWj7ZE1Kp1w
CHALLENGER,tdUjJXR59lwwesPAOj4VZXOLePcb_36E08mIOMYDth6rYR0,Jett0,1372,632,545,True,False,False,tyzZEp2vn1CSx-G-6nOzY5y5Na9r_mGrES51RlE2udzxPuyHXEoru_Z63FCio9GOQNurYsVGUcSLrQ
CHALLENGER,tHmlIpVBPuqLkMVLjZujF-8PQUyu4Q_lqJlEABZDNcx7Bqlt,안 믿어 사람,1111,836,732,True,False,False,ew6BBeL2-R3NJH5V0MzzRnaYavA3VqXbKmxsxG_V6dBlzOSBWJT4jbhdw3Pcj09bxA9BA57SqjFdvA
CHALLENGER,uKnNmqvAC6ebWOLuUMdSRcApVhiyBqSnm9jnh3x-Z0eKQn4,사 용 수,925,463,411,False,False,False,UXfBbl31LAbBk_YFO9GQ5IqrrGe3YIOHGlKjlMYkvuiDR6uhcBLO674Z0IhG0Uwq3NxWwQwdYJ_V_w
CHALLENGER,H9KwEnMZ8Jsksa-7bJDwAxluxOD4lgteoLbgRqBQaUipF2o9Ve_hsde4pw,블 미,936,277,215,False,False,False,5WSI1SYfX6-KjGR2-F5n-S-UPKz1uJOsSVLZYi-Pd7VGSBw4HLughIIal3CVq_rnb6G4L6jotmCbYw
CHALLENGER,d_RC3sWHaojDoXwUAuNFhPbQcxom9d128K9GGuUzkILbymQ,이 쁜 채 팅,928,303,246,False,False,False,XVyFJM6385h48-bt5TbfQy5fam7E1wznq7cu_hLHIiAcQOBE0ZD0dW-wr2n2pzGQ0Vap8J3rjgwQGQ
CHALLENGER,cDxctgF0hFZw8mqwb_icJZzCkFE36DrPpzjNvPaqQAjO-BY,fk the world,947,862,788,False,False,True,p-Ks4Se2oKVJyWq-Pi0nJGetib8fvZDilbHw8I5odzrjjbFgHdJKFJEXbmolm19RjbNtYj_Cd19QCA
CHALLENGER,hWYcpDtjE8awOAEwYJx1y-WfSZo6r2pHUEkP875JbZjSFbQ,Flowering Mir,949,522,464,False,False,False,2NFPh3Z88t9ASsNdt2F3SejyjDYjSWTG-xO4g-6bqnphpamh1F_TochmrcrXMU276iGnndU3zDPlLg
CHALLENGER,d8WTBvkF8_FJcmU1QhVMpI2bLGEL9upcspnC9dsC08UR_Q,아이번애호가,1016,750,671,False,False,False,SyJK9CGOYr1cYgrUK9TiFEtWUjBraSnqhNfrmNNDYCHP6pMKQC88CQU_az6kxrWqYSxjVEvrMsy_2w
CHALLENGER,vyRtMyG_kWA2K_slpsj_ypzBQD-8TZxwHFT9kD0yVTjlaTg,아이러니,1138,395,322,False,False,False,NTKtK_FWu0woBFWuKFhFsnRDN0asiRX1N9GTojYe9RYvZKcZSO-O-TRq1uyIvooLc82JgMlCZOCcTw
CHALLENGER,o__JP9SAVCwbRK4Zpgpn6NDSngWnO94BTXKkC-UWfLJLupuZ,Aileri,916,705,642,False,False,True,iqJeMnh_ZlC3g_3VIB0msUXfo_GkZSkgH1xVKT7BmwlcoZxFcW6IajZ0swdOz4z1r3umOl4-nWyvjQ
CHALLENGER,KaC_5V8ajdGpjL5LhHBmviCbvPewXbKM1KOl4qA7Qf4VDSM,어쩌라고맞짱뜰까,1236,789,708,True,False,False,2J7lMvlfczhPlt8SMl4khh2YbdhdBG0pjfMGBy_ePYBgWtF6HdM1CXkMgPHNm7idsswcSsN2wrh9CQ
CHALLENGER,PdHNyxz8Eo9Vp-1bmtlRukCmXAqE9zwwVTAWamRPfdFUiFDY4dYSAKboJw,yinheyinheyinhe,1321,535,420,True,False,False,uN5Zk1vXtwp3EfQJpvYX3fiuZ3Jt-u-f0qO4qA-YqtDTGafvbJ6nRxYJoFHbGs-pIoCZV81ToJLY0Q
CHALLENGER,j5BvPcMK-ahwiacDebqa9vQGuHMDPo5uiWjJ1KIxUElmzb4,지저스 버돌,947,557,496,False,False,True,I3NLn5FsVtFUsGK1TiKFM8Z7NicJbxk84K4MQ8I8Bk8s0FXbYaw2004PmPHTIjOz6RZDUzzChxIPOw
CHALLENGER,MDwZV4eN543F_LkvzBh04bwvi7ENw2TSxbeIEW4pWyKPG9ytCom8_OybDA,Hennessy VS,934,105,56,False,False,False,-GZKNxmXF7SgUyUpwFIeCNrIg5lCJH6ryuY8nz_DSs5fD7MJ_9BEHsh_7DzxkN2MqwGwW1LZl97Ojg
CHALLENGER,O15ZZEYlCdYre3VfXhx8EKtW72ilfd3dRp4P2IwIBmS1-amz4ivNEMS_yA,Kesshou,1006,705,646,False,False,False,-ZgJCPrp55gpd6u4Pvd1pd_pQfFH9NANft7b09CvVHBKyenpB1T9FiBROd9NYxhRpCpZIF8mBRYhTw
CHALLENGER,NB9Txnf5GKiuNqJ6NwYrIDmK1IPZQfsowoXfmeafOGUjMOE,FA Kingdom,971,1337,1267,True,False,False,1JP6GeMYXBesfYX005jD0eSbzZR2NGBBx2t43xGOR2RNi2GmTfGLmDXNQYPlkTueLa5fsgha1ZixPA
CHALLENGER,TUw8AWGl5wlPen5LF__wTpzMqrRIAuSjoJvxaIZkG73oBuQ,ucal3,934,415,352,False,False,False,xvYHTC_8LP2XeLX5-hlUhCPFuUmbZbj-uhG8-lQ4SLWYk1yLar-wsfndMe7e0UQpUle3Fii8bNdhxg
CHALLENGER,OEhA2iS9NBDT0-PObWdonuaJNQtPqJuUOy7dxY0z85DV_Qc,BRO Morgan,1269,384,296,True,False,False,HjdDq1UMb7EZQzOcLFYDOcMYnQt8DbA8zLpnbfzZ2vT81rG3TYV4d6u6-7hVzc9dvPQK0Wp3uu6Eng
CHALLENGER,teHD4XH9kGKO6ofjHU8bt-y9UXqcE9vgHPAg2wp5yASi0AiXPT8TcQGMHA,Academy T1,1104,389,305,True,False,False,rfXqBXzVf_BTYY3VUTGA3v-vkAOYUwT9KtMpVewPPcq2JD0bAth5_8zcadUE30IHdcq6xRe8-7ET9Q
CHALLENGER,_nP17CATHwT_RqgIYa_Mlj4_BFQWrab6I_6dHlfTnYx6Dyw,1성 남작이,1409,401,284,False,False,False,r4iAxRVwiWXQRJwTlRrNMMyhk17Q6OmPLM5xRJ43vWNGlSquw-aetcVtbpGNO65a5TuGSxX1AnX3Sg
